casgem_id,lat,long,local_well_number,date,military_time_pst,no_measurement,questionable_measurement,reading_rp,reading_ws,rp_to_ws,rp_elevation,gs_elevation,wse,gs_to_ws,measurement_method,measurement_accuracy,collecting_coop_agency,voluntary_or_casgem_measurement,comments,extra_casgem_id
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,11/27/2012,00:00,,,60.75,0.0,60.75,56.41,56.41,-4.34,60.75,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,12/18/2012,00:00,,,62.67,0.0,62.67,56.41,56.41,-6.26,62.67,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,1/30/2013,00:00,,,59.48,0.0,59.48,56.41,56.41,-3.07,59.48,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,2/26/2013,00:00,,,58.04,0.0,58.04,56.41,56.41,-1.63,58.04,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,4/30/2013,00:00,,,59.3,0.0,59.3,56.41,56.41,-2.89,59.3,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,5/30/2013,00:00,,,61.35,0.0,61.35,56.41,56.41,-4.94,61.35,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375494N1219813W001,37.5494,-121.9813,4S/1W-28P006,3/28/2013,00:00,,,53.34,0.0,53.34,56.41,56.41,3.07,53.34,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,1/4/2011,00:00,,,54.3,0.0,54.3,56.31,56.31,2.01,54.3,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,1/25/2011,00:00,,,57.3,0.0,57.3,56.31,56.31,-0.99,57.3,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,2/23/2011,00:00,,,53.7,0.0,53.7,56.31,56.31,2.61,53.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,4/26/2011,00:00,,,50.6,0.0,50.6,56.31,56.31,5.71,50.6,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,5/24/2011,00:00,,,52.0,0.0,52.0,56.31,56.31,4.31,52.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,6/28/2011,00:00,,,55.4,0.0,55.4,56.31,56.31,0.91,55.4,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,7/26/2011,00:00,,,59.2,0.0,59.2,56.31,56.31,-2.89,59.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,9/7/2011,00:00,,,59.3,0.0,59.3,56.31,56.31,-2.99,59.3,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,9/27/2011,00:00,,,57.9,0.0,57.9,56.31,56.31,-1.59,57.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,10/25/2011,00:00,,,56.82,0.0,56.82,56.31,56.31,-0.51,56.82,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,11/29/2011,00:00,,,55.54,0.0,55.54,56.31,56.31,0.77,55.54,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,12/28/2011,00:00,,,55.11,0.0,55.11,56.31,56.31,1.2,55.11,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,1/31/2012,00:00,,,54.66,0.0,54.66,56.31,56.31,1.65,54.66,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,2/28/2012,00:00,,,55.08,0.0,55.08,56.31,56.31,1.23,55.08,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,3/28/2012,00:00,,,54.02,0.0,54.02,56.31,56.31,2.29,54.02,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,4/25/2012,00:00,,,54.03,0.0,54.03,56.31,56.31,2.28,54.03,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,5/29/2012,00:00,,,60.17,0.0,60.17,56.31,56.31,-3.86,60.17,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,6/26/2012,00:00,,,59.34,0.0,59.34,56.31,56.31,-3.03,59.34,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,7/31/2012,00:00,,,57.97,0.0,57.97,56.31,56.31,-1.66,57.97,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,8/29/2012,00:00,,,60.74,0.0,60.74,56.31,56.31,-4.43,60.74,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,9/18/2012,00:00,,,61.73,0.0,61.73,56.31,56.31,-5.42,61.73,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,10/23/2012,00:00,,,60.04,0.0,60.04,56.31,56.31,-3.73,60.04,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,11/27/2012,00:00,,,59.92,0.0,59.92,56.31,56.31,-3.61,59.92,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,12/18/2012,00:00,,,62.47,0.0,62.47,56.31,56.31,-6.16,62.47,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,1/30/2013,00:00,,,58.88,0.0,58.88,56.31,56.31,-2.57,58.88,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,2/26/2013,00:00,,,56.5,0.0,56.5,56.31,56.31,-0.19,56.5,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,3/28/2013,00:00,,,53.51,0.0,53.51,56.31,56.31,2.8,53.51,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,4/30/2013,00:00,,,58.6,0.0,58.6,56.31,56.31,-2.29,58.6,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375495N1219813W001,37.5495,-121.9813,4S/1W-28P004,5/30/2013,00:00,,,60.81,0.0,60.81,56.31,56.31,-4.5,60.81,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,1/4/2011,00:00,,,39.0,0.0,39.0,54.95,54.95,15.95,39.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,1/26/2011,00:00,,,38.9,0.0,38.9,54.95,54.95,16.05,38.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,2/23/2011,00:00,,,38.2,0.0,38.2,54.95,54.95,16.75,38.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,3/24/2011,00:00,,,36.1,0.0,36.1,54.95,54.95,18.85,36.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,4/26/2011,00:00,,,33.9,0.0,33.9,54.95,54.95,21.05,33.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,5/24/2011,00:00,,,33.8,0.0,33.8,54.95,54.95,21.15,33.8,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,6/28/2011,00:00,,,34.7,0.0,34.7,54.95,54.95,20.25,34.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,7/26/2011,00:00,,,38.0,0.0,38.0,54.95,54.95,16.95,38.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,9/7/2011,00:00,,,38.0,0.0,38.0,54.95,54.95,16.95,38.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,9/27/2011,00:00,,,38.9,0.0,38.9,54.95,54.95,16.05,38.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,10/25/2011,00:00,,,39.36,0.0,39.36,54.95,54.95,15.59,39.36,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,11/29/2011,00:00,,,40.43,0.0,40.43,54.95,54.95,14.52,40.43,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,12/28/2011,00:00,,,41.08,0.0,41.08,54.95,54.95,13.87,41.08,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,1/31/2012,00:00,,,41.57,0.0,41.57,54.95,54.95,13.38,41.57,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,2/28/2012,00:00,,,41.97,0.0,41.97,54.95,54.95,12.98,41.97,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,3/28/2012,00:00,,,41.22,0.0,41.22,54.95,54.95,13.73,41.22,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,4/24/2012,00:00,,,39.51,0.0,39.51,54.95,54.95,15.44,39.51,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,5/29/2012,00:00,,,39.91,0.0,39.91,54.95,54.95,15.04,39.91,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,6/26/2012,00:00,,,40.74,0.0,40.74,54.95,54.95,14.21,40.74,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,7/31/2012,00:00,,,41.87,0.0,41.87,54.95,54.95,13.08,41.87,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,8/28/2012,00:00,,,42.97,0.0,42.97,54.95,54.95,11.98,42.97,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,9/18/2012,00:00,,,43.4,0.0,43.4,54.95,54.95,11.55,43.4,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,10/23/2012,00:00,,,44.13,0.0,44.13,54.95,54.95,10.82,44.13,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,11/27/2012,00:00,,,44.64,0.0,44.64,54.95,54.95,10.31,44.64,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,12/18/2012,00:00,,,44.49,0.0,44.49,54.95,54.95,10.46,44.49,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,1/28/2013,00:00,,,44.2,0.0,44.2,54.95,54.95,10.75,44.2,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,2/26/2013,00:00,,,44.56,0.0,44.56,54.95,54.95,10.39,44.56,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,3/26/2013,00:00,,,43.94,0.0,43.94,54.95,54.95,11.01,43.94,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,4/30/2013,00:00,,,44.86,0.0,44.86,54.95,54.95,10.09,44.86,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375615N1220103W001,37.5615,-122.0103,4S/1W-30A005,5/28/2013,00:00,,,45.62,0.0,45.62,54.95,54.95,9.33,45.62,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,1/26/2011,00:00,,,53.7,0.0,53.7,54.76,54.76,1.06,53.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,2/23/2011,00:00,,,51.0,0.0,51.0,54.76,54.76,3.76,51.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,3/24/2011,00:00,,,48.5,0.0,48.5,54.76,54.76,6.26,48.5,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,4/26/2011,00:00,,,46.5,0.0,46.5,54.76,54.76,8.26,46.5,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,5/24/2011,00:00,,,48.0,0.0,48.0,54.76,54.76,6.76,48.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,6/28/2011,00:00,,,51.4,0.0,51.4,54.76,54.76,3.36,51.4,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,7/26/2011,00:00,,,55.1,0.0,55.1,54.76,54.76,-0.34,55.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,8/23/2011,00:00,,,53.7,0.0,53.7,54.76,54.76,1.06,53.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,9/7/2011,00:00,,,55.4,0.0,55.4,54.76,54.76,-0.64,55.4,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,9/27/2011,00:00,,,55.2,0.0,55.2,54.76,54.76,-0.44,55.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,10/25/2011,00:00,,,54.04,0.0,54.04,54.76,54.76,0.72,54.04,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,11/29/2011,00:00,,,52.57,0.0,52.57,54.76,54.76,2.19,52.57,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,12/27/2011,00:00,,,52.87,0.0,52.87,54.76,54.76,1.89,52.87,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,1/31/2012,00:00,,,52.76,0.0,52.76,54.76,54.76,2.0,52.76,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,2/28/2012,00:00,,,53.06,0.0,53.06,54.76,54.76,1.7,53.06,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,3/27/2012,00:00,,,51.89,0.0,51.89,54.76,54.76,2.87,51.89,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,4/24/2012,00:00,,,51.18,0.0,51.18,54.76,54.76,3.58,51.18,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,5/29/2012,00:00,,,56.41,0.0,56.41,54.76,54.76,-1.65,56.41,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,6/26/2012,00:00,,,56.32,0.0,56.32,54.76,54.76,-1.56,56.32,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,7/31/2012,00:00,,,56.04,0.0,56.04,54.76,54.76,-1.28,56.04,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,8/28/2012,00:00,,,57.93,0.0,57.93,54.76,54.76,-3.17,57.93,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,9/25/2012,00:00,,,57.69,0.0,57.69,54.76,54.76,-2.93,57.69,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,10/30/2012,00:00,,,57.13,0.0,57.13,54.76,54.76,-2.37,57.13,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,11/27/2012,00:00,,,57.38,0.0,57.38,54.76,54.76,-2.62,57.38,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,12/26/2012,00:00,,,57.44,0.0,57.44,54.76,54.76,-2.68,57.44,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,1/29/2013,00:00,,,56.9,0.0,56.9,54.76,54.76,-2.14,56.9,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,2/26/2013,00:00,,,55.24,0.0,55.24,54.76,54.76,-0.48,55.24,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,3/26/2013,00:00,,,50.31,0.0,50.31,54.76,54.76,4.45,50.31,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,4/30/2013,00:00,,,56.75,0.0,56.75,54.76,54.76,-1.99,56.75,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375616N1220103W001,37.5616,-122.0103,4S/1W-30A004,5/28/2013,00:00,,,58.6,0.0,58.6,54.76,54.76,-3.84,58.6,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,1/25/2011,00:00,,,22.7,0.0,22.7,69.34,69.34,46.64,22.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,2/22/2011,00:00,,,20.9,0.0,20.9,69.34,69.34,48.44,20.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,3/31/2011,00:00,,,21.2,0.0,21.2,69.34,69.34,48.14,21.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,4/26/2011,00:00,,,19.6,0.0,19.6,69.34,69.34,49.74,19.6,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,5/31/2011,00:00,,,19.0,0.0,19.0,69.34,69.34,50.34,19.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,6/28/2011,00:00,,,20.9,0.0,20.9,69.34,69.34,48.44,20.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,7/26/2011,00:00,,,22.0,0.0,22.0,69.34,69.34,47.34,22.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,8/30/2011,00:00,,,26.8,0.0,26.8,69.34,69.34,42.54,26.8,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,9/1/2011,00:00,,,26.9,0.0,26.9,69.34,69.34,42.44,26.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,9/27/2011,00:00,,,28.3,0.0,28.3,69.34,69.34,41.04,28.3,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,10/25/2011,00:00,,,28.64,0.0,28.64,69.34,69.34,40.7,28.64,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,11/29/2011,00:00,,,29.39,0.0,29.39,69.34,69.34,39.95,29.39,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,12/27/2011,00:00,,,31.44,0.0,31.44,69.34,69.34,37.9,31.44,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,1/31/2012,00:00,,,38.6,0.0,38.6,69.34,69.34,30.74,38.6,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,2/28/2012,00:00,,,35.09,0.0,35.09,69.34,69.34,34.25,35.09,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,3/27/2012,00:00,,,29.78,0.0,29.78,69.34,69.34,39.56,29.78,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,4/24/2012,00:00,,,26.39,0.0,26.39,69.34,69.34,42.95,26.39,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,5/29/2012,00:00,,,24.71,0.0,24.71,69.34,69.34,44.63,24.71,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,6/26/2012,00:00,,,28.25,0.0,28.25,69.34,69.34,41.09,28.25,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,7/31/2012,00:00,,,33.02,0.0,33.02,69.34,69.34,36.32,33.02,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,8/28/2012,00:00,,,36.42,0.0,36.42,69.34,69.34,32.92,36.42,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,9/25/2012,00:00,,,37.71,0.0,37.71,69.34,69.34,31.63,37.71,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,10/30/2012,00:00,,,38.83,0.0,38.83,69.34,69.34,30.51,38.83,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,11/27/2012,00:00,,,38.43,0.0,38.43,69.34,69.34,30.91,38.43,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,12/26/2012,00:00,,,37.37,0.0,37.37,69.34,69.34,31.97,37.37,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,1/29/2013,00:00,,,35.97,0.0,35.97,69.34,69.34,33.37,35.97,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,2/26/2013,00:00,,,35.4,0.0,35.4,69.34,69.34,33.94,35.4,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,3/26/2013,00:00,,,38.47,0.0,38.47,69.34,69.34,30.87,38.47,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,4/23/2013,00:00,,,35.95,0.0,35.95,69.34,69.34,33.39,35.95,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375633N1219678W001,37.5633,-121.9678,4S/1W-27D008,5/28/2013,00:00,,,38.05,0.0,38.05,69.34,69.34,31.29,38.05,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
