CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,1/29/1993,00:00,,,14.590,0.000,14.590,"1,152.320","1,152.320","1,137.730",14.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,2/25/1993,00:00,,,10.460,0.000,10.460,"1,152.320","1,152.320","1,141.860",10.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,3/25/1993,00:00,,,10.620,0.000,10.620,"1,152.320","1,152.320","1,141.700",10.620,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,4/27/1993,00:00,,,11.850,0.000,11.850,"1,152.320","1,152.320","1,140.470",11.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,8/17/1993,00:00,,,16.710,0.000,16.710,"1,152.320","1,152.320","1,135.610",16.710,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,9/23/1993,00:00,,,17.880,0.000,17.880,"1,152.320","1,152.320","1,134.440",17.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,10/12/1993,00:00,,,18.820,0.000,18.820,"1,152.320","1,152.320","1,133.500",18.820,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,12/3/1993,00:00,,,19.790,0.000,19.790,"1,152.320","1,152.320","1,132.530",19.790,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,1/4/1994,00:00,,,20.410,0.000,20.410,"1,152.320","1,152.320","1,131.910",20.410,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,2/1/1994,00:00,,,21.960,0.000,21.960,"1,152.320","1,152.320","1,130.360",21.960,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,3/1/1994,00:00,,,20.460,0.000,20.460,"1,152.320","1,152.320","1,131.860",20.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,4/4/1994,00:00,,,20.340,0.000,20.340,"1,152.320","1,152.320","1,131.980",20.340,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,5/2/1994,00:00,,,20.810,0.000,20.810,"1,152.320","1,152.320","1,131.510",20.810,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,6/6/1994,00:00,,,21.080,0.000,21.080,"1,152.320","1,152.320","1,131.240",21.080,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,7/1/1994,00:00,,,21.580,0.000,21.580,"1,152.320","1,152.320","1,130.740",21.580,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,8/17/1994,00:00,,,22.880,0.000,22.880,"1,152.320","1,152.320","1,129.440",22.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,9/1/1994,00:00,,,23.120,0.000,23.120,"1,152.320","1,152.320","1,129.200",23.120,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,10/3/1994,00:00,,,23.590,0.000,23.590,"1,152.320","1,152.320","1,128.730",23.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,11/1/1994,00:00,,,24.150,0.000,24.150,"1,152.320","1,152.320","1,128.170",24.150,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,12/6/1994,00:00,,,24.710,0.000,24.710,"1,152.320","1,152.320","1,127.610",24.710,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,1/4/1995,00:00,,,24.770,0.000,24.770,"1,152.320","1,152.320","1,127.550",24.770,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,2/7/1995,00:00,,,19.040,0.000,19.040,"1,152.320","1,152.320","1,133.280",19.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,7/21/1995,00:00,,,15.450,0.000,15.450,"1,152.320","1,152.320","1,136.870",15.450,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,8/11/1995,00:00,4 - Can't get tape in casing,,,,,"1,152.320","1,152.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,9/5/1995,00:00,,,17.240,0.000,17.240,"1,152.320","1,152.320","1,135.080",17.240,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,10/3/1995,00:00,,,17.930,0.000,17.930,"1,152.320","1,152.320","1,134.390",17.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,11/3/1995,00:00,,,18.690,0.000,18.690,"1,152.320","1,152.320","1,133.630",18.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,12/4/1995,00:00,,,19.390,0.000,19.390,"1,152.320","1,152.320","1,132.930",19.390,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,1/3/1996,00:00,,,19.940,0.000,19.940,"1,152.320","1,152.320","1,132.380",19.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,2/8/1996,00:00,,,20.360,0.000,20.360,"1,152.320","1,152.320","1,131.960",20.360,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,3/18/1996,00:00,,,20.800,0.000,20.800,"1,152.320","1,152.320","1,131.520",20.800,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,4/15/1996,00:00,,,21.060,0.000,21.060,"1,152.320","1,152.320","1,131.260",21.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,5/1/1996,00:00,,,21.330,0.000,21.330,"1,152.320","1,152.320","1,130.990",21.330,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,6/3/1996,00:00,,,22.040,0.000,22.040,"1,152.320","1,152.320","1,130.280",22.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,7/15/1996,00:00,,,23.120,0.000,23.120,"1,152.320","1,152.320","1,129.200",23.120,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,8/2/1996,00:00,,,23.310,0.000,23.310,"1,152.320","1,152.320","1,129.010",23.310,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,9/3/1996,00:00,,,23.930,0.000,23.930,"1,152.320","1,152.320","1,128.390",23.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,10/18/1996,00:00,,,24.710,0.000,24.710,"1,152.320","1,152.320","1,127.610",24.710,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,11/4/1996,00:00,,,24.840,0.000,24.840,"1,152.320","1,152.320","1,127.480",24.840,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,12/3/1996,00:00,,,25.060,0.000,25.060,"1,152.320","1,152.320","1,127.260",25.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,1/28/1997,00:00,,,24.150,0.000,24.150,"1,152.320","1,152.320","1,128.170",24.150,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,2/19/1997,00:00,,,23.140,0.000,23.140,"1,152.320","1,152.320","1,129.180",23.140,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,3/13/1997,00:00,,,23.020,0.000,23.020,"1,152.320","1,152.320","1,129.300",23.020,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,4/9/1997,00:00,,,23.400,0.000,23.400,"1,152.320","1,152.320","1,128.920",23.400,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,5/5/1997,00:00,,,23.740,0.000,23.740,"1,152.320","1,152.320","1,128.580",23.740,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,6/2/1997,00:00,,,24.090,0.000,24.090,"1,152.320","1,152.320","1,128.230",24.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,7/21/1997,00:00,,,25.330,0.000,25.330,"1,152.320","1,152.320","1,126.990",25.330,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334470N1170954W001,,7/22/1997,00:00,4 - Can't get tape in casing,,,,,"1,152.320","1,152.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/9/1992,00:00,,,73.600,0.000,73.600,"1,182.320","1,182.320","1,108.720",73.600,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/10/1992,00:00,,,74.680,0.000,74.680,"1,182.320","1,182.320","1,107.640",74.680,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/17/1992,00:00,,,74.500,0.000,74.500,"1,182.320","1,182.320","1,107.820",74.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/13/1993,00:00,,,60.550,0.000,60.550,"1,182.320","1,182.320","1,121.770",60.550,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/1/1994,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/4/1994,00:00,,,178.100,0.000,178.100,"1,182.320","1,182.320","1,004.220",178.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,5/2/1994,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/6/1994,00:00,,,183.860,0.000,183.860,"1,182.320","1,182.320",998.460,183.860,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/1/1994,00:00,,,168.460,0.000,168.460,"1,182.320","1,182.320","1,013.860",168.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,8/17/1994,00:00,4 - Can't get tape in casing,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/1/1994,00:00,4 - Can't get tape in casing,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/3/1994,00:00,,,136.800,0.000,136.800,"1,182.320","1,182.320","1,045.520",136.800,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/1/1994,00:00,,,129.660,0.000,129.660,"1,182.320","1,182.320","1,052.660",129.660,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,12/6/1994,00:00,,4 - Pumped recently,187.520,0.000,187.520,"1,182.320","1,182.320",994.800,187.520,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/4/1995,00:00,,4 - Pumped recently,233.530,0.000,233.530,"1,182.320","1,182.320",948.790,233.530,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/7/1995,00:00,,4 - Pumped recently,204.620,0.000,204.620,"1,182.320","1,182.320",977.700,204.620,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/21/1995,00:00,,,226.020,0.000,226.020,"1,182.320","1,182.320",956.300,226.020,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,8/11/1995,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/5/1995,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/3/1995,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/3/1995,00:00,,4 - Pumped recently,272.000,0.000,272.000,"1,182.320","1,182.320",910.320,272.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,12/4/1995,00:00,,,279.860,0.000,279.860,"1,182.320","1,182.320",902.460,279.860,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/3/1996,00:00,,4 - Pumped recently,246.590,0.000,246.590,"1,182.320","1,182.320",935.730,246.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/8/1996,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,3/18/1996,00:00,,4 - Pumped recently,282.670,0.000,282.670,"1,182.320","1,182.320",899.650,282.670,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/15/1996,00:00,,,244.820,0.000,244.820,"1,182.320","1,182.320",937.500,244.820,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,5/1/1996,00:00,,,239.140,0.000,239.140,"1,182.320","1,182.320",943.180,239.140,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/3/1996,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/10/1996,00:00,,,258.040,0.000,258.040,"1,182.320","1,182.320",924.280,258.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/18/1996,00:00,,4 - Pumped recently,223.850,0.000,223.850,"1,182.320","1,182.320",958.470,223.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/4/1996,00:00,,4 - Pumped recently,222.490,0.000,222.490,"1,182.320","1,182.320",959.830,222.490,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,12/3/1996,00:00,,4 - Pumped recently,221.460,0.000,221.460,"1,182.320","1,182.320",960.860,221.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/24/1997,00:00,,4 - Pumped recently,225.710,0.000,225.710,"1,182.320","1,182.320",956.610,225.710,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/19/1997,00:00,,4 - Pumped recently,223.640,0.000,223.640,"1,182.320","1,182.320",958.680,223.640,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,3/13/1997,00:00,,4 - Pumped recently,223.620,0.000,223.620,"1,182.320","1,182.320",958.700,223.620,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/9/1997,00:00,,4 - Pumped recently,237.930,0.000,237.930,"1,182.320","1,182.320",944.390,237.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,5/5/1997,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/2/1997,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/21/1997,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,8/15/1997,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/9/1997,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/16/1997,00:00,,,264.070,0.000,264.070,"1,182.320","1,182.320",918.250,264.070,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/7/1997,00:00,,,256.020,0.000,256.020,"1,182.320","1,182.320",926.300,256.020,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/23/1998,00:00,,4 - Pumped recently,277.050,0.000,277.050,"1,182.320","1,182.320",905.270,277.050,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,3/2/1998,00:00,,4 - Pumped recently,260.630,0.000,260.630,"1,182.320","1,182.320",921.690,260.630,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/8/1998,00:00,,4 - Pumped recently,252.450,0.000,252.450,"1,182.320","1,182.320",929.870,252.450,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/2/1998,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/2/1998,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/10/1998,00:00,,4 - Pumped recently,276.230,0.000,276.230,"1,182.320","1,182.320",906.090,276.230,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/16/1998,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/23/1998,00:00,1 - Pumping,,,,,"1,182.320","1,182.320",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,12/7/1998,00:00,,4 - Pumped recently,261.370,0.000,261.370,"1,182.320","1,182.320",920.950,261.370,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,3/2/1999,00:00,,,236.380,0.000,236.380,"1,182.320","1,182.320",945.940,236.380,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/6/1999,00:00,,,228.780,0.000,228.780,"1,182.320","1,182.320",953.540,228.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,5/3/1999,00:00,,,222.060,0.000,222.060,"1,182.320","1,182.320",960.260,222.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/10/1999,00:00,,,214.330,0.000,214.330,"1,182.320","1,182.320",967.990,214.330,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/1/1999,00:00,,,210.390,0.000,210.390,"1,182.320","1,182.320",971.930,210.390,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,8/3/1999,00:00,,,204.000,0.000,204.000,"1,182.320","1,182.320",978.320,204.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/8/1999,00:00,,,197.090,0.000,197.090,"1,182.320","1,182.320",985.230,197.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/15/1999,00:00,,,189.940,0.000,189.940,"1,182.320","1,182.320",992.380,189.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/12/1999,00:00,,,184.930,0.000,184.930,"1,182.320","1,182.320",997.390,184.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,12/14/1999,00:00,,,180.460,0.000,180.460,"1,182.320","1,182.320","1,001.860",180.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/6/2000,00:00,,,176.320,0.000,176.320,"1,182.320","1,182.320","1,006.000",176.320,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/9/2000,00:00,,,171.310,0.000,171.310,"1,182.320","1,182.320","1,011.010",171.310,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,3/13/2000,00:00,,,166.400,0.000,166.400,"1,182.320","1,182.320","1,015.920",166.400,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/3/2000,00:00,,,163.790,0.000,163.790,"1,182.320","1,182.320","1,018.530",163.790,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,5/9/2000,00:00,,,158.990,0.000,158.990,"1,182.320","1,182.320","1,023.330",158.990,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,5/1/2008,00:00,,,50.850,0.000,50.850,"1,182.320","1,182.320","1,131.470",50.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,7/10/2007,00:00,,,61.620,0.000,61.620,"1,182.320","1,182.320","1,120.700",61.620,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,8/6/2007,00:00,,,61.840,0.000,61.840,"1,182.320","1,182.320","1,120.480",61.840,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,9/12/2007,00:00,,,62.040,0.000,62.040,"1,182.320","1,182.320","1,120.280",62.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,10/3/2007,00:00,,,62.140,0.000,62.140,"1,182.320","1,182.320","1,120.180",62.140,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,11/7/2007,00:00,,,62.420,0.000,62.420,"1,182.320","1,182.320","1,119.900",62.420,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,12/4/2007,00:00,,,62.570,0.000,62.570,"1,182.320","1,182.320","1,119.750",62.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/15/2008,00:00,,,62.170,0.000,62.170,"1,182.320","1,182.320","1,120.150",62.170,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/15/2008,00:00,,,62.000,0.000,62.000,"1,182.320","1,182.320","1,120.320",62.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/18/2008,00:00,,,50.820,0.000,50.820,"1,182.320","1,182.320","1,131.500",50.820,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/30/2008,00:00,,,52.840,0.000,52.840,"1,182.320","1,182.320","1,129.480",52.840,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,1/4/2005,00:00,,,77.460,0.000,77.460,"1,182.320","1,182.320","1,104.860",77.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,2/4/2005,00:00,,,73.870,0.000,73.870,"1,182.320","1,182.320","1,108.450",73.870,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,3/2/2005,00:00,,,66.910,0.000,66.910,"1,182.320","1,182.320","1,115.410",66.910,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,4/8/2005,00:00,,,55.690,0.000,55.690,"1,182.320","1,182.320","1,126.630",55.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/1/2007,00:00,,,60.950,0.000,60.950,"1,182.320","1,182.320","1,121.370",60.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
334475N1170882W001,,6/3/2008,00:00,,,51.880,0.000,51.880,"1,182.320","1,182.320","1,130.440",51.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
