CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,6/1/2011,07:46,,,4.850,0.000,4.850,"3,804.010","3,802.400","3,799.160",3.240,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,7/5/2011,13:44,,,5.660,0.000,5.660,"3,804.010","3,802.400","3,798.350",4.050,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,7/19/2011,15:52,,,5.820,0.000,5.820,"3,804.010","3,802.400","3,798.190",4.210,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,8/1/2011,10:56,,,5.830,0.000,5.830,"3,804.010","3,802.400","3,798.180",4.220,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,9/1/2011,11:40,,,6.160,0.000,6.160,"3,804.010","3,802.400","3,797.850",4.550,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,10/3/2011,11:10,,,5.890,0.000,5.890,"3,804.010","3,802.400","3,798.120",4.280,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,11/1/2011,11:18,,,5.190,0.000,5.190,"3,804.010","3,802.400","3,798.820",3.580,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367032N1181293W001,T398,12/5/2011,13:30,,,4.720,0.000,4.720,"3,804.010","3,802.400","3,799.290",3.110,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/15/2003,14:06,,,29.800,0.000,29.800,"3,714.630","3,712.400","3,684.830",27.570,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/30/2004,08:13,,,29.690,0.000,29.690,"3,714.630","3,712.400","3,684.940",27.460,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/22/2004,10:27,,,29.950,0.000,29.950,"3,714.630","3,712.400","3,684.680",27.720,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/22/2005,09:11,,,29.700,0.000,29.700,"3,714.630","3,712.400","3,684.930",27.470,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/20/2005,14:19,,,29.980,0.000,29.980,"3,714.630","3,712.400","3,684.650",27.750,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/14/2006,12:24,,,29.690,0.000,29.690,"3,714.630","3,712.400","3,684.940",27.460,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/25/2006,10:17,,,30.040,0.000,30.040,"3,714.630","3,712.400","3,684.590",27.810,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/27/2007,17:08,,,29.820,0.000,29.820,"3,714.630","3,712.400","3,684.810",27.590,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/26/2007,14:44,,,30.050,0.000,30.050,"3,714.630","3,712.400","3,684.580",27.820,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/10/2008,09:06,,,29.750,0.000,29.750,"3,714.630","3,712.400","3,684.880",27.520,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/29/2008,16:09,,,30.040,0.000,30.040,"3,714.630","3,712.400","3,684.590",27.810,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/22/2009,14:38,,,29.730,0.000,29.730,"3,714.630","3,712.400","3,684.900",27.500,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/14/2009,13:59,,,29.950,0.000,29.950,"3,714.630","3,712.400","3,684.680",27.720,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/19/2010,13:21,,,29.670,0.000,29.670,"3,714.630","3,712.400","3,684.960",27.440,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/27/2010,09:25,,,29.950,0.000,29.950,"3,714.630","3,712.400","3,684.680",27.720,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,4/27/2011,14:05,,,29.540,0.000,29.540,"3,714.630","3,712.400","3,685.090",27.310,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367143N1180706W001,T379,10/24/2011,14:45,,,29.730,0.000,29.730,"3,714.630","3,712.400","3,684.900",27.500,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367350N1181495W001,,10/24/2006,00:00,,,17.490,0.000,17.490,"3,840.560","3,840.560","3,823.070",17.490,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367350N1181495W001,,8/1/2006,00:00,,,17.890,0.000,17.890,"3,840.560","3,840.560","3,822.670",17.890,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/8/2003,13:51,,,21.140,0.000,21.140,"3,848.090","3,843.300","3,826.950",16.350,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/9/2003,15:06,,,21.940,0.000,21.940,"3,848.090","3,843.300","3,826.150",17.150,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/20/2004,16:25,,,22.330,0.000,22.330,"3,848.090","3,843.300","3,825.760",17.540,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/30/2004,05:47,,,22.980,0.000,22.980,"3,848.090","3,843.300","3,825.110",18.190,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/21/2004,15:27,,,22.920,0.000,22.920,"3,848.090","3,843.300","3,825.170",18.130,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/22/2004,06:21,,,41.210,0.000,41.210,"3,848.090","3,843.300","3,806.880",36.420,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/21/2005,10:15,,,45.520,0.000,45.520,"3,848.090","3,843.300","3,802.570",40.730,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/21/2005,13:43,,,31.860,0.000,31.860,"3,848.090","3,843.300","3,816.230",27.070,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/21/2005,12:03,,,28.320,0.000,28.320,"3,848.090","3,843.300","3,819.770",23.530,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/20/2005,10:43,,,26.990,0.000,26.990,"3,848.090","3,843.300","3,821.100",22.200,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/18/2006,14:06,,,25.660,0.000,25.660,"3,848.090","3,843.300","3,822.430",20.870,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/14/2006,09:46,,,24.980,0.000,24.980,"3,848.090","3,843.300","3,823.110",20.190,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/19/2006,10:10,,,23.810,0.000,23.810,"3,848.090","3,843.300","3,824.280",19.020,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/25/2006,08:06,,,23.140,0.000,23.140,"3,848.090","3,843.300","3,824.950",18.350,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/25/2007,12:45,,,35.080,0.000,35.080,"3,848.090","3,843.300","3,813.010",30.290,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/18/2007,14:27,,,22.730,0.000,22.730,"3,848.090","3,843.300","3,825.360",17.940,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/30/2007,11:04,,,22.820,0.000,22.820,"3,848.090","3,843.300","3,825.270",18.030,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/26/2007,10:59,,,22.790,0.000,22.790,"3,848.090","3,843.300","3,825.300",18.000,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/22/2008,11:22,,,22.430,0.000,22.430,"3,848.090","3,843.300","3,825.660",17.640,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/2/2008,13:49,,,21.950,0.000,21.950,"3,848.090","3,843.300","3,826.140",17.160,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/16/2008,13:39,,,21.460,0.000,21.460,"3,848.090","3,843.300","3,826.630",16.670,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/29/2008,14:11,,,22.820,0.000,22.820,"3,848.090","3,843.300","3,825.270",18.030,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/22/2009,13:18,,,22.330,0.000,22.330,"3,848.090","3,843.300","3,825.760",17.540,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/22/2009,13:10,,,22.200,0.000,22.200,"3,848.090","3,843.300","3,825.890",17.410,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/15/2009,11:02,,,22.500,0.000,22.500,"3,848.090","3,843.300","3,825.590",17.710,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/14/2009,15:07,,,22.710,0.000,22.710,"3,848.090","3,843.300","3,825.380",17.920,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/28/2010,12:15,,,22.270,0.000,22.270,"3,848.090","3,843.300","3,825.820",17.480,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/16/2010,13:21,,,22.100,0.000,22.100,"3,848.090","3,843.300","3,825.990",17.310,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/8/2010,11:17,,,22.930,0.000,22.930,"3,848.090","3,843.300","3,825.160",18.140,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/26/2010,13:38,,,23.460,0.000,23.460,"3,848.090","3,843.300","3,824.630",18.670,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,1/24/2011,15:25,,,23.010,0.000,23.010,"3,848.090","3,843.300","3,825.080",18.220,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,4/27/2011,12:20,,,22.960,0.000,22.960,"3,848.090","3,843.300","3,825.130",18.170,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,7/25/2011,14:07,,,22.200,0.000,22.200,"3,848.090","3,843.300","3,825.890",17.410,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367356N1181505W001,V072,10/6/2011,14:17,,,23.600,0.000,23.600,"3,848.090","3,843.300","3,824.490",18.810,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/15/2003,13:04,,,15.600,0.000,15.600,"3,725.050","3,724.600","3,709.450",15.150,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/30/2004,07:07,,,14.540,0.000,14.540,"3,725.050","3,724.600","3,710.510",14.090,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/22/2004,09:33,,,15.650,0.000,15.650,"3,725.050","3,724.600","3,709.400",15.200,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/21/2005,15:12,,,14.140,0.000,14.140,"3,725.050","3,724.600","3,710.910",13.690,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/20/2005,13:17,,,15.550,0.000,15.550,"3,725.050","3,724.600","3,709.500",15.100,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/14/2006,11:20,,,14.160,0.000,14.160,"3,725.050","3,724.600","3,710.890",13.710,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/25/2006,09:26,,,12.790,0.000,12.790,"3,725.050","3,724.600","3,712.260",12.340,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/27/2007,16:10,,,12.020,0.000,12.020,"3,725.050","3,724.600","3,713.030",11.570,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/26/2007,14:05,,,13.820,0.000,13.820,"3,725.050","3,724.600","3,711.230",13.370,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/10/2008,09:55,,,13.010,0.000,13.010,"3,725.050","3,724.600","3,712.040",12.560,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/29/2008,15:17,,,14.610,0.000,14.610,"3,725.050","3,724.600","3,710.440",14.160,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/22/2009,13:57,,,13.540,0.000,13.540,"3,725.050","3,724.600","3,711.510",13.090,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,7/15/2009,11:28,,,14.300,0.000,14.300,"3,725.050","3,724.600","3,710.750",13.850,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/14/2009,14:23,,,14.750,0.000,14.750,"3,725.050","3,724.600","3,710.300",14.300,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/19/2010,10:53,,,13.530,0.000,13.530,"3,725.050","3,724.600","3,711.520",13.080,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/26/2010,15:27,,,14.760,0.000,14.760,"3,725.050","3,724.600","3,710.290",14.310,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,4/27/2011,13:20,,,13.220,0.000,13.220,"3,725.050","3,724.600","3,711.830",12.770,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367395N1181150W001,T442,10/24/2011,14:00,,,14.510,0.000,14.510,"3,725.050","3,724.600","3,710.540",14.060,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367399N1180794W001,,8/2/2006,00:00,,,27.920,0.000,27.920,"3,723.540","3,723.540","3,695.620",27.920,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367399N1180794W001,,8/21/2006,00:00,,,27.950,0.000,27.950,"3,723.540","3,723.540","3,695.590",27.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367401N1180794W001,,8/21/2006,00:00,,,28.420,0.000,28.420,"3,723.540","3,723.540","3,695.120",28.420,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367401N1180794W001,,8/2/2006,00:00,,,28.320,0.000,28.320,"3,723.540","3,723.540","3,695.220",28.320,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367401N1180794W002,,8/21/2006,00:00,,,28.810,0.000,28.810,"3,723.540","3,723.540","3,694.730",28.810,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,7/1/2003,14:47,,,6.740,0.000,6.740,"3,821.580","3,821.000","3,814.840",6.160,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,8/4/2003,13:09,,,7.440,0.000,7.440,"3,821.580","3,821.000","3,814.140",6.860,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,9/9/2003,14:20,,,7.790,0.000,7.790,"3,821.580","3,821.000","3,813.790",7.210,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,10/2/2003,13:51,,,7.950,0.000,7.950,"3,821.580","3,821.000","3,813.630",7.370,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,11/3/2003,15:11,,,7.650,0.000,7.650,"3,821.580","3,821.000","3,813.930",7.070,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,11/17/2003,15:10,,,7.360,0.000,7.360,"3,821.580","3,821.000","3,814.220",6.780,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,12/4/2003,15:40,,,7.150,0.000,7.150,"3,821.580","3,821.000","3,814.430",6.570,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,1/5/2004,13:13,,,7.270,0.000,7.270,"3,821.580","3,821.000","3,814.310",6.690,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,1/26/2004,15:14,,,7.180,0.000,7.180,"3,821.580","3,821.000","3,814.400",6.600,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,2/2/2004,15:15,,,7.130,0.000,7.130,"3,821.580","3,821.000","3,814.450",6.550,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,3/3/2004,09:13,,,7.160,0.000,7.160,"3,821.580","3,821.000","3,814.420",6.580,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,4/6/2004,07:41,,,7.200,0.000,7.200,"3,821.580","3,821.000","3,814.380",6.620,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,5/4/2004,10:55,,,7.470,0.000,7.470,"3,821.580","3,821.000","3,814.110",6.890,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,6/2/2004,12:15,,,7.810,0.000,7.810,"3,821.580","3,821.000","3,813.770",7.230,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,7/7/2004,12:03,,,8.240,0.000,8.240,"3,821.580","3,821.000","3,813.340",7.660,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,8/2/2004,13:07,,,8.530,0.000,8.530,"3,821.580","3,821.000","3,813.050",7.950,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,9/3/2004,14:03,,,9.440,0.000,9.440,"3,821.580","3,821.000","3,812.140",8.860,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,10/1/2004,08:33,,,9.990,0.000,9.990,"3,821.580","3,821.000","3,811.590",9.410,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,11/3/2004,08:34,,,9.950,0.000,9.950,"3,821.580","3,821.000","3,811.630",9.370,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,12/1/2004,10:47,,,10.000,0.000,10.000,"3,821.580","3,821.000","3,811.580",9.420,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,1/4/2005,12:02,,,10.070,0.000,10.070,"3,821.580","3,821.000","3,811.510",9.490,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,2/4/2005,09:30,,,9.970,0.000,9.970,"3,821.580","3,821.000","3,811.610",9.390,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,3/1/2005,09:46,,,10.190,0.000,10.190,"3,821.580","3,821.000","3,811.390",9.610,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,4/5/2005,08:36,,,10.300,0.000,10.300,"3,821.580","3,821.000","3,811.280",9.720,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,5/2/2005,08:34,,,9.880,0.000,9.880,"3,821.580","3,821.000","3,811.700",9.300,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,6/8/2005,08:57,,,10.110,0.000,10.110,"3,821.580","3,821.000","3,811.470",9.530,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,7/12/2005,13:40,,,10.410,0.000,10.410,"3,821.580","3,821.000","3,811.170",9.830,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,8/1/2005,11:59,,,10.560,0.000,10.560,"3,821.580","3,821.000","3,811.020",9.980,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,9/6/2005,15:24,,,10.680,0.000,10.680,"3,821.580","3,821.000","3,810.900",10.100,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
367493N1181543W001,T403,10/3/2005,12:31,,,10.550,0.000,10.550,"3,821.580","3,821.000","3,811.030",9.970,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
